IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
34.154.142.85,443,0,true,FRA,Europe,Frankfurt,177,0.00
34.90.233.120,443,443,true,FRA,Europe,Frankfurt,177,0.00
34.65.189.218,443,443,true,FRA,Europe,Frankfurt,177,0.00
34.65.37.122,443,443,true,FRA,Europe,Frankfurt,177,0.00
34.154.104.94,443,0,true,FRA,Europe,Frankfurt,177,0.00
34.65.163.137,443,443,true,FRA,Europe,Frankfurt,178,0.00
35.204.189.149,443,443,true,FRA,Europe,Frankfurt,182,0.00
34.65.101.250,443,443,true,FRA,Europe,Frankfurt,184,0.00
34.116.132.131,443,443,true,FRA,Europe,Frankfurt,186,0.00
35.246.176.147,443,443,true,FRA,Europe,Frankfurt,188,0.00
34.65.248.227,443,443,true,FRA,Europe,Frankfurt,190,0.00
34.65.158.174,443,443,true,FRA,Europe,Frankfurt,192,0.00
34.65.248.227,443,443,true,FRA,Europe,Frankfurt,193,0.00
34.65.41.59,443,443,true,FRA,Europe,Frankfurt,193,0.00
34.118.105.120,443,443,true,FRA,Europe,Frankfurt,195,0.00
34.118.112.135,443,0,true,FRA,Europe,Frankfurt,197,0.00
34.89.168.9,443,443,true,FRA,Europe,Frankfurt,197,0.00
35.239.72.131,80,0,false,ORD,North America,Chicago,204,0.00
35.202.158.120,443,443,true,ORD,North America,Chicago,205,0.00
34.66.72.229,443,443,true,ORD,North America,Chicago,205,0.00
34.69.150.180,443,443,true,ORD,North America,Chicago,205,0.00
34.118.61.214,443,443,true,FRA,Europe,Frankfurt,206,0.00
34.65.187.42,443,443,true,FRA,Europe,Frankfurt,207,0.00
34.90.72.181,443,0,true,FRA,Europe,Frankfurt,208,0.00
34.118.121.235,443,443,true,FRA,Europe,Frankfurt,208,0.00
34.65.23.97,443,443,true,FRA,Europe,Frankfurt,209,0.00
34.130.195.13,443,443,true,YYZ,North America,Toronto,213,0.00
35.188.72.3,80,0,false,ORD,North America,Chicago,215,0.00
34.65.139.204,443,443,true,FRA,Europe,Frankfurt,215,0.00
34.73.111.106,80,0,false,ATL,North America,Atlanta,217,0.00
34.73.111.106,80,0,false,ATL,North America,Atlanta,217,0.00
35.246.204.254,443,0,true,FRA,Europe,Frankfurt,219,0.00
35.234.68.60,443,443,true,FRA,Europe,Frankfurt,239,0.00
34.65.214.30,443,443,true,CDG,Europe,Paris,240,0.00
34.154.1.198,443,0,true,FRA,Europe,Frankfurt,242,0.00
34.65.87.96,443,443,true,FRA,Europe,Frankfurt,255,0.00
34.91.241.171,443,443,true,FRA,Europe,Frankfurt,260,0.00
34.65.237.245,443,443,true,FRA,Europe,Frankfurt,261,0.00
34.118.63.214,443,443,true,FRA,Europe,Frankfurt,263,0.00
34.118.62.176,443,0,true,FRA,Europe,Frankfurt,282,0.00
34.118.31.190,443,443,true,FRA,Europe,Frankfurt,288,0.00
34.118.31.190,443,443,true,FRA,Europe,Frankfurt,289,0.00
34.159.254.208,443,0,true,FRA,Europe,Frankfurt,352,0.00
